"BP","Code","Duration","Signer","Question","QuestionType","MultiUnit","SpeakerOnLeft","DyadCode","Brows_YN.code","Brows_YN.relStart","Brows_YN.relStop","Brows_YN.dur","Head-mov_YN.code","Head-mov_YN.relStart","Head-mov_YN.relStop","Head-mov_YN.dur","Main-gloss_YN.code","Main-gloss_YN.relStart","Main-gloss_YN.relStop","Main-gloss_YN.dur","Main-gloss_RC.code","Main-gloss_RC.relStart","Main-gloss_RC.relStop","Main-gloss_RC.dur","Brows_RC.code","Brows_RC.relStart","Brows_RC.relStop","Brows_RC.dur","Head-mov_RC.code","Head-mov_RC.relStart","Head-mov_RC.relStop","Head-mov_RC.dur","Non-dom_YN.code","Non-dom_YN.relStart","Non-dom_YN.relStop","Non-dom_YN.dur","Non-dom_RC.code","Non-dom_RC.relStart","Non-dom_RC.relStop","Non-dom_RC.dur","Brows_MG.code","Brows_MG.relStart","Brows_MG.relStop","Brows_MG.dur","Head-mov_MG.code","Head-mov_MG.relStart","Head-mov_MG.relStop","Head-mov_MG.dur","Non-dom_MG.code","Non-dom_MG.relStart","Non-dom_MG.relStop","Non-dom_MG.dur","Brows_MZ.code","Brows_MZ.relStart","Brows_MZ.relStop","Brows_MZ.dur","Head-mov_MZ.code","Head-mov_MZ.relStart","Head-mov_MZ.relStop","Head-mov_MZ.dur","Main-gloss_MG.code","Main-gloss_MG.relStart","Main-gloss_MG.relStop","Main-gloss_MG.dur","Main-gloss_MZ.code","Main-gloss_MZ.relStart","Main-gloss_MZ.relStop","Main-gloss_MZ.dur","Non-dom_MZ.code","Non-dom_MZ.relStart","Non-dom_MZ.relStop","Non-dom_MZ.dur"
-1,"11C.mpeg",1160,"RC",1,"polar",-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","PO","940","1146","206","",0,0,0,"NM-BC",739,1132,393,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"12C.mpeg",2640,"RC",1,"wh",1,"R","YR","","0","0","0","","0","0","0","","0","0","0","HOE^HOE^JIJ","35^2199^2639","205^2319^2640","170^120^1","",0,0,0,"HT",1380,2538,1158,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"13C.mpeg",880,"YN",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"14C.mpeg",1840,"YN",1,"polar",-1,"R","YR","AU1+2","0","1686","1686","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"15C.mpeg",2000,"YN",1,"polar",-1,"R","YR","AU1+2+4","0","2022","2022","HPf","18","2022","2004","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"16C.mpeg",1440,"YN",1,"polar",1,"R","YR","AU4+9","0","1313","1313","HPf^HPf#HS","95^1023","1018^1432","923^409","tag4","1023","1432","409","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"17C.mpeg",2640,"YN",-1,NA,1,"R","YR","AU4+9","0","2206","2206","HPf","0","2661","2661","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"18C.mpeg",4280,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"19C.mpeg",3320,"YN",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"20C.mpeg",1400,"YN",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"21C.mpeg",2760,"YN",1,"polar",-1,"R","YR","AU1+2+4","0","2796","2796","HPb#HT","69","2785","2716","QS","2387","2784","397","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"22C.mpeg",1480,"YN",1,"wh",-1,"R","YR","AU4","0","395","395","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"HOE-LANG",133,675,542,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"23C.mpeg",2240,"YN",1,"wh",1,"R","YR","AU1+2+4","965","2257","1292","HT^Wiggle","1^1964","1964^2267","1963^303","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"HOE-LANG",724,1084,360,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"24C.mpeg",1720,"YN",1,"polar",-1,"R","YR","AU4^AU1+2+4","0^409","393^950","393^541","HPf","370","1651","1281","hold","1237","1720","483","","0","0","0","",0,0,0,"",0,0,0,"JIJ",379,900,521,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"25C.mpeg",1360,"YN",-1,NA,-1,"R","YR","","0","0","0","NM-BC","418","1358","940","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"26C.mpeg",2480,"YN",1,"polar",1,"R","YR","AU1+2+4","183","2496","2313","NM#HPf","1165","2492","1327","hold","2221","2494","273","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"27C.mpeg",4040,"YN",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"28C.mpeg",2120,"YN",-1,NA,-1,"R","YR","AU1+2+4","6","2150","2144","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"29C.mpeg",3000,"YN",-1,NA,1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"30C.mpeg",1400,"YN",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","hold","683","1404","721","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"31C.mpeg",1400,"YN",1,"wh",-1,"R","YR","","0","0","0","HT","0","1406","1406","HOEVEEL^JIJ","0^1176","581^1346","581^170","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"32C.mpeg",1400,"YN",1,"wh",-1,"R","YR","AU5","32","1435","1403","HT","11","1427","1416","PO","1289","1412","123","","0","0","0","",0,0,0,"",0,0,0,"HOE-LANG",63,803,740,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"33C.mpeg",1600,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"34C.mpeg",3000,"RC",-1,NA,1,"R","YR","","0","0","0","","0","0","0","","0","0","0","PO","2805","3001","196","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"35C.mpeg",4000,"RC",-1,NA,1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"36C.mpeg",1080,"RC",1,"polar",-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","AU1+2",0,1078,1078,"HT",16,1085,1069,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"37C.mpeg",1600,"YN",1,"polar",-1,"R","YR","AU1+2","81","1619","1538","HT","12","1322","1310","JIJ","937","1618","681","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"38C.mpeg",2680,"YN",-1,NA,1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"39C.mpeg",1480,"YN",-1,NA,-1,"R","YR","AU1+2","11","217","206","NM-BC","363","1463","1100","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"40C.mpeg",1720,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","AU1+2",0,487,487,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"41C.mpeg",1920,"YN",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"42C.mpeg",3280,"RC",1,"wh",1,"R","YR","","0","0","0","","0","0","0","","0","0","0","HOE^HOE^PO","18^2458^2994","566^2994^3270","548^536^276","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"43C.mpeg",3280,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","AU1+2",6,944,938,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"44C.mpeg",1600,"RC",1,"polar",-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"45C.mpeg",1480,"YN",-1,NA,-1,"R","YR","AU1+2","2","1219","1217","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"46C.mpeg",2400,"YN",1,"polar",1,"R","YR","AU1+2^AU1+2","407^1007","747^1608","340^601","nod","2180","2415","235","JIJ","2317","2419","102","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"47C.mpeg",2120,"RC",1,"polar",1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","AU1+2",3,2134,2131,"HPf",177,2134,1957,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"48C.mpeg",5040,"YN",-1,NA,-1,"R","YR","AU1+2","8","3097","3089","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"49C.mpeg",1600,"RC",1,"polar",-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"50C.mpeg",3240,"RC",1,"alternative",1,"R","YR","","0","0","0","","0","0","0","","0","0","0","JIJ","2918","3247","329","AU1+2+4",0,549,549,"",0,0,0,"",0,0,0,"hold",3164,3244,80,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"51C.mpeg",1600,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"hold",1299,1617,318,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"52C.mpeg",2960,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"53C.mpeg",1000,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"54C.mpeg",3360,"YN",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","JA","3275","3378","103","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"55C.mpeg",1800,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","repetition","859","1806","947","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"56C.mpeg",1520,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"57C.mpeg",2880,"YN",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"58C.mpeg",3520,"RC",1,"wh",-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","WAT^JULLIE-TWEE","1806^3359","1957^3546","151^187","",0,0,0,"HT",4,3537,3533,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"59C.mpeg",2120,"RC",1,"wh",1,"R","YR","","0","0","0","","0","0","0","","0","0","0","HOE^WAAROM","0^1488","390^2126","390^638","AU4",0,2025,2025,"HPb",329,2106,1777,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"60C.mpeg",10280,"RC",-1,NA,-1,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","AU1+2",9762,10266,504,"tag3",10019,10269,250,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P1C.mpeg",1240,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P2C.mpeg",5680,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P3C.mpeg",2000,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P4C.mpeg",2720,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P5C.mpeg",2000,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P6C.mpeg",1840,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P7C.mpeg",3240,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P8C.mpeg",7000,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P9C.mpeg",1800,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P10C.mpeg",1640,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P11C.mpeg",5360,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P12C.mpeg",6880,"RC",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P13C.mpeg",2200,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P14C.mpeg",4400,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P15C.mpeg",2120,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P16C.mpeg",4680,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P17C.mpeg",2920,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P18C.mpeg",2120,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P19C.mpeg",2840,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
-1,"P20C.mpeg",4640,"YN",NA,NA,NA,"R","YR","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"R1C.mpeg",1640,"MG",NA,NA,NA,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"R2C.mpeg",4120,"MZ",NA,NA,NA,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"1C.mpeg",1440,"MG",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2","0","1435","1435","HS","0","1417","1417","JIJ","1061","1443","382","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"2C.mpeg",2920,"MG",-1,NA,1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"3C.mpeg",2400,"MG",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"4C.mpeg",3880,"MZ",-1,NA,1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"5C.mpeg",1560,"MZ",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","AU1+2","155","1675","1520","HPf","6","1645","1639","","0","0","0","","0","0","0","",0,0,0
1,"6C.mpeg",1400,"MG",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2","0","1429","1429","NM-BC","19","1419","1400","","0","0","0","","0","0","0","","0","0","0","PO+JIJ","1338","1429","91","","0","0","0","",0,0,0
1,"7C.mpeg",4480,"MG",1,"alternative",1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU1+2+4","0","4485","4485","NM-BC","3006","4045","1039","JIJ","4454","4485","31","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"8C.mpeg",1960,"MG",1,"polar",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU4+5","6","1993","1987","HT","0","989","989","JIJ","1779","1993","214","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"9C.mpeg",6040,"MG",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","PO","5961","6043","82","","0","0","0","",0,0,0
1,"10C.mpeg",1880,"MZ",-1,NA,-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
1,"11C.mpeg",5000,"MG",1,"wh",-1,"O","MM","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"AU4","0","5013","5013","HT^NM-BC","2^4010","2570^4600","2568^590","WAAROM^PO^JIJ","2919^4042^4672","4042^4672^5013","1123^630^341","","0","0","0","","0","0","0","","0","0","0","","0","0","0","",0,0,0
